year,device,count,Decade
1978,motors,1,1970
1978,geometrical,1,1970
1978,puzzle,1,1970
1978,seed,2,1970
1978,propagation,2,1970
1978,incorporating,2,1970
1978,growing,2,1970
1978,cell,2,1970
1978,hand,2,1970
1978,rail,3,1970
1978,post,2,1970
1978,indexing,1,1970
1978,tab,1,1970
1978,canoe,2,1970
1978,kayak,2,1970
1978,sealing,1,1970
1978,washer,1,1970
1978,automobile,1,1970
1978,windscreen,1,1970
1978,stone,1,1970
1978,protector,1,1970
1978,portal,3,1970
1978,truss,1,1970
1978,belt,1,1970
1978,winch,1,1970
1978,attachment,2,1970
1978,house,1,1970
1978,garden,1,1970
1978,buggy,1,1970
1978,-,2,1970
1978,trolly,1,1970
1978,cart,1,1970
1978,miniature,2,1970
1978,sieve,2,1970
1978,hospital,1,1970
1978,bed,1,1970
1978,tray,1,1970
1978,cover,4,1970
1978,rack,2,1970
1978,closable,1,1970
1978,grummet,1,1970
1978,buckle,1,1970
1978,safety,1,1970
1978,belts,1,1970
1978,extruded,6,1970
1978,in,2,1970
1978,shelving,2,1970
1978,storage,2,1970
1978,locker,1,1970
1978,rotary,2,1970
1978,plant,2,1970
1978,heater,1,1970
1978,inflatable,2,1970
1978,inner,1,1970
1978,bear,1,1970
1978,multiple,3,1970
1978,mooring,4,1970
1978,Multiple,1,1970
1978,cock,1,1970
1978,body,1,1970
1978,decking,1,1970
1978,prefabricated,1,1970
1978,building,1,1970
1978,cross,1,1970
1978,assembly,8,1970
1978,collapsible,1,1970
1978,insulating,1,1970
1978,pneumatic,1,1970
1978,jack,1,1970
1978,ring,4,1970
1978,ring-pull,4,1970
1978,can,5,1970
1978,Sandwich,1,1970
1978,fibreglass,1,1970
1978,jointing,1,1970
1978,pit,1,1970
1978,planter,1,1970
1978,float,1,1970
1978,fly,1,1970
1978,screen,1,1970
1978,sun,1,1970
1978,umbrella,1,1970
1978,two-piece,1,1970
1978,hook,2,1970
1978,timber,1,1970
1978,Graining,1,1970
1978,Brush,1,1970
1978,mobile,1,1970
1978,unit,7,1970
1978,fan,1,1970
1978,Vehicle,1,1970
1978,anchor,1,1970
1978,package,1,1970
1978,fascia,1,1970
1978,gutter,1,1970
1978,lampholder,2,1970
1978,floodlight,6,1970
1978,member,2,1970
1978,improved,1,1970
1978,corner,8,1970
1978,modular,1,1970
1978,vehicle,20,1970
1978,lamp,19,1970
1978,lens,7,1970
1978,housing,6,1970
1978,survey,1,1970
1978,peg,1,1970
1978,vibration,1,1970
1978,isolation,1,1970
1978,agricultural,3,1970
1978,tine,2,1970
1978,sweep,1,1970
1978,adaptor,1,1970
1978,wine,1,1970
1978,burner,1,1970
1978,barbecue,1,1970
1978,lining,3,1970
1978,concrete,3,1970
1978,slab,3,1970
1978,closure,5,1970
1978,jacket,1,1970
1978,top,1,1970
1978,Metal,3,1970
1978,Section,3,1970
1978,cutter,1,1970
1978,wall,4,1970
1978,mounted,6,1970
1978,open,6,1970
1978,fire,6,1970
1978,place,6,1970
1978,ceiling,2,1970
1978,coupling,1,1970
1978,indefinite,1,1970
1978,length,1,1970
1978,filter,1,1970
1978,neck,3,1970
1978,combination,3,1970
1978,bumper,1,1970
1978,camping,1,1970
1978,light,1,1970
1978,trucks,1,1970
1978,teabag,1,1970
1978,sqeezer,1,1970
1978,swimming,1,1970
1978,coping,1,1970
1978,scarves,1,1970
1978,scaffolding,3,1970
1978,brace,1,1970
1978,grasper,1,1970
1978,connection,1,1970
1978,'T',1,1970
1978,piece,1,1970
1978,platform,1,1970
1978,key,1,1970
1978,tag,1,1970
1978,folding,1,1970
1978,ground,1,1970
1978,plane,1,1970
1978,antenna,1,1970
1978,shive,1,1970
1978,cabinet,1,1970
1978,hull,1,1970
1978,deck,1,1970
1978,two-compartment,2,1970
1978,descent,1,1970
1978,control,1,1970
1979,y,1,1970
1979,a,217,1970
1979,link,1,1970
1979,chair,7,1970
1979,frame,11,1970
1979,downlight,2,1970
1979,child's,1,1970
1979,sling,1,1970
1979,runner,4,1970
1979,member,4,1970
1979,for,29,1970
1979,sliding,4,1970
1979,doors,4,1970
1979,vehicle,16,1970
1979,lamp,5,1970
1979,lens,4,1970
1979,housing,2,1970
1979,and,10,1970
1979,visor,2,1970
1979,lantern,1,1970
1979,batting,1,1970
1979,practice,2,1970
1979,equipment,1,1970
1979,motorised,2,1970
1979,tricycle,2,1970
1979,guide,1,1970
1979,tow,1,1970
1979,hitch,1,1970
1979,rubbish,1,1970
1979,bin,1,1970
1979,support,6,1970
